CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,9,29,27,2,20,7,1,1,0,0,0,0,3,1,1,5,1,14,2,2,0,0,0,4,4,16,2,3,0,0,0,8,13,7,0,0,0,1,0,0,0,0,3,0,3,1,0,0,21,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,5,37,29,8,13,22,2,0,0,0,0,0,1,0,2,5,3,24,1,1,0,0,0,4,7,9,10,7,0,0,0,1,7,10,8,2,3,4,0,0,0,2,1,1,8,5,3,0,17,0,2,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,6,68,49,19,35,26,1,0,0,6,0,0,1,5,4,6,9,38,1,4,0,0,0,8,8,19,15,15,3,0,0,16,24,15,10,0,3,0,0,0,0,0,3,4,4,23,4,0,28,2,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,6,MAT TRANSP,2,IND TRANSF,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,3,11,9,2,1,1,0,0,0,9,0,0,0,0,0,0,2,6,2,1,0,0,0,3,2,4,1,1,0,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,5,26,10,16,21,5,0,0,0,0,0,0,1,0,0,12,2,10,1,0,0,0,0,1,4,7,2,11,1,0,0,14,5,3,2,2,0,0,0,0,0,0,1,0,0,4,6,0,9,6,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,5,91,45,46,76,5,7,0,0,3,0,0,1,0,5,9,9,61,3,3,0,0,0,13,15,42,13,5,3,0,0,39,27,17,2,5,0,0,0,0,0,1,1,1,3,11,6,0,63,5,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,7,24,8,16,10,4,4,3,2,1,0,0,0,1,1,1,5,15,0,1,0,0,0,3,3,9,2,5,2,0,0,6,13,4,0,0,0,0,0,0,0,1,1,0,1,5,3,0,14,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,4,35,26,9,25,7,3,0,0,0,0,0,0,0,4,7,10,10,2,2,0,0,0,4,3,16,8,4,0,0,0,11,12,10,2,0,0,0,0,0,0,0,2,0,0,2,11,0,10,10,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,16,143,139,4,90,33,11,0,0,9,0,1,18,9,15,20,13,60,3,4,0,0,0,16,25,50,25,22,5,0,0,12,99,24,5,0,3,0,0,0,0,0,3,3,2,3,3,0,91,0,38,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,148,"1,198",731,467,787,280,39,6,1,85,0,1,6,19,42,161,120,785,20,44,0,0,10,287,205,366,195,127,8,0,21,389,500,191,59,9,7,2,1,0,0,19,51,16,32,278,486,0,212,62,61,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,18,182,89,93,124,26,3,1,0,28,0,0,1,0,4,17,11,120,10,18,1,0,0,21,23,63,42,29,4,0,0,60,58,29,15,11,4,3,1,0,0,1,18,7,13,54,61,0,24,2,3,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,4,51,26,25,38,8,2,3,0,0,0,0,0,0,0,1,0,5,6,39,0,0,0,6,7,21,12,5,0,0,1,0,0,2,13,9,12,8,2,1,3,0,5,2,1,43,0,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,37,234,138,96,157,48,21,0,0,8,0,0,0,3,8,66,16,97,11,33,0,0,0,24,20,81,57,48,4,0,0,62,74,57,19,2,6,5,3,1,2,3,13,19,15,65,89,2,13,2,16,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,28,153,133,20,82,55,10,2,0,4,0,0,0,1,7,17,14,108,1,4,1,0,0,13,18,45,45,30,2,0,2,8,71,40,13,11,2,1,0,0,0,5,2,2,2,53,58,0,34,0,2,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,44,218,92,126,87,97,13,1,0,20,0,0,3,2,5,29,50,84,5,40,0,0,13,42,27,59,40,35,2,0,27,108,44,25,9,2,2,0,0,0,0,1,14,30,22,27,115,0,4,6,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,12,30,1,29,15,11,1,0,0,3,0,0,0,0,2,1,1,23,2,1,0,0,0,11,3,7,5,4,0,0,0,24,5,1,0,0,0,0,0,0,0,0,1,0,5,21,3,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,17,199,33,166,92,60,9,1,0,37,0,0,1,3,1,9,8,62,9,106,0,0,0,19,27,76,41,36,0,0,5,64,24,92,6,5,1,0,0,0,0,2,12,76,49,21,40,0,0,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,10,70,59,11,57,11,2,0,0,0,0,0,1,2,2,15,9,37,0,4,0,0,0,9,13,24,17,7,0,0,0,11,15,23,10,6,3,0,0,0,0,2,1,1,5,7,5,0,46,4,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,5,25,22,3,22,1,2,0,0,0,0,0,0,0,1,2,2,19,0,1,0,0,0,3,2,9,4,7,0,0,0,0,7,14,3,0,1,0,0,0,0,0,1,0,6,2,1,0,11,0,2,2
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,2,9,7,2,1,8,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,1,4,1,3,0,0,0,1,3,2,0,2,0,0,0,0,0,1,1,0,1,1,0,0,5,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,6,18,15,3,13,2,1,0,0,2,0,0,1,0,0,4,2,9,0,2,0,0,0,1,3,5,6,3,0,0,0,5,7,5,0,1,0,0,0,0,0,0,0,2,0,3,0,0,13,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,7,4,3,4,3,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,1,1,3,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,1,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,1,12,8,4,7,5,0,0,0,0,0,0,3,1,0,0,2,5,1,0,0,0,0,2,2,5,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,2,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,12,57,18,39,45,11,1,0,0,0,0,0,1,0,3,16,6,27,1,3,0,0,0,5,3,15,20,14,0,1,0,33,10,5,5,1,1,0,0,0,0,1,6,0,2,5,5,0,35,4,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,10,17,7,10,13,1,1,0,0,2,0,0,0,0,0,2,3,10,0,2,0,0,0,3,5,6,1,2,0,0,0,8,5,4,0,0,0,0,0,0,0,0,0,1,0,2,7,0,3,3,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,14,SER UTIL PUB,3,SERV IND UP,1,25,22,3,24,0,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,2,4,7,8,4,0,0,0,0,2,16,5,1,0,0,0,0,0,1,0,0,0,3,4,0,15,0,3,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,20,121,98,23,78,26,6,1,0,10,0,1,3,2,12,21,18,51,6,7,0,0,0,17,14,32,24,31,3,0,2,15,53,31,6,6,1,1,2,1,0,3,0,5,8,19,12,0,62,0,15,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,159,"1,194",710,484,754,311,83,6,0,40,0,1,4,12,37,214,109,763,16,37,0,1,18,260,213,368,197,132,6,0,20,374,471,242,60,10,5,0,0,0,0,12,66,18,32,250,402,15,238,129,44,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,17,81,41,40,36,35,7,0,0,3,0,0,1,0,4,19,4,47,3,3,0,0,1,19,15,25,13,7,1,0,0,26,32,14,7,1,0,0,0,0,0,1,8,4,1,16,28,0,21,1,2,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,4,44,17,27,37,6,1,0,0,0,0,0,0,0,0,0,0,3,0,41,0,0,0,5,14,16,7,2,0,0,0,0,0,1,17,7,9,6,3,0,1,0,7,8,2,27,0,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,48,280,176,104,167,77,13,0,0,23,0,0,1,1,10,62,17,127,21,40,1,0,4,51,43,97,54,29,2,0,3,71,58,67,53,7,12,7,0,0,0,2,10,20,69,104,46,4,13,0,14,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,34,89,71,18,70,10,6,0,0,3,0,0,0,2,1,11,5,62,4,4,0,0,0,12,14,33,16,12,2,1,7,23,15,39,0,0,2,0,1,0,0,1,0,2,21,7,23,0,30,1,5,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,43,413,123,290,237,132,35,1,0,8,0,0,14,8,26,32,22,151,5,154,1,0,1,40,45,150,103,64,10,1,7,149,80,128,19,19,2,2,1,0,0,5,22,138,41,41,155,0,15,1,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,7,13,6,7,3,8,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,3,2,6,2,0,0,0,0,5,1,4,2,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,12,125,33,92,93,12,17,0,0,3,0,0,0,1,2,3,7,42,7,58,5,0,1,19,24,36,25,20,0,0,5,56,31,17,6,5,1,1,0,0,0,3,3,51,28,25,12,0,6,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,1,18,17,1,15,1,0,0,0,2,0,1,0,0,0,3,5,9,0,0,0,0,0,1,1,3,6,7,0,0,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,1,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,3,21,18,3,13,6,2,0,0,0,0,0,1,0,0,1,9,9,0,1,0,0,0,7,4,2,4,4,0,0,0,11,5,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,19,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,2,27,27,0,18,8,1,0,0,0,0,0,3,3,5,8,3,4,0,1,0,0,0,1,1,8,11,6,0,0,0,0,4,5,9,6,2,0,0,0,0,1,0,1,1,1,0,0,24,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,9,0,9,6,1,2,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,6,2,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,1,8,6,2,6,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,2,5,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,1,4,1,3,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,4,12,7,5,7,2,1,0,0,2,0,0,0,0,1,0,2,8,0,1,0,0,0,3,3,5,1,0,0,0,0,1,8,2,1,0,0,0,0,0,0,0,2,1,1,0,6,0,1,1,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,15,259,253,6,122,115,21,0,0,1,0,0,30,68,9,21,71,51,4,5,0,0,0,48,45,92,41,30,3,0,1,39,171,33,10,1,3,0,0,0,0,1,5,5,5,8,2,0,229,1,4,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,107,585,370,215,337,181,35,1,0,31,0,2,7,13,28,132,59,330,4,10,0,0,16,190,101,144,88,43,3,0,4,263,205,87,16,3,2,1,0,0,0,4,51,8,6,122,192,0,91,90,23,2
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,12,679,234,445,420,198,53,4,0,4,0,0,1,4,4,43,29,387,28,181,2,0,12,137,120,252,131,26,1,0,17,280,42,76,56,21,60,66,31,12,10,8,16,59,157,328,58,0,48,0,13,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,12,31,20,11,20,9,1,0,0,1,0,0,0,2,0,0,3,23,3,0,0,0,0,10,4,9,3,5,0,0,2,15,6,3,0,2,1,2,0,0,0,0,0,0,6,8,5,0,5,0,7,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,19,108,36,72,63,30,11,0,0,4,0,1,3,2,4,15,10,55,2,16,0,0,0,12,18,34,23,18,3,0,8,53,24,17,1,2,0,0,0,0,0,3,3,8,3,23,64,0,7,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,5,24,13,11,14,7,3,0,0,0,0,0,0,0,0,1,1,17,1,4,0,0,0,5,2,12,4,1,0,0,0,8,1,8,6,1,0,0,0,0,0,0,0,1,16,5,2,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,14,272,24,248,164,72,16,1,0,19,0,0,1,1,3,5,3,68,3,188,0,0,0,24,53,105,60,29,1,0,4,68,18,162,13,2,5,0,0,0,0,0,14,166,20,13,58,0,0,1,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,3,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,8,39,36,3,23,3,1,0,2,10,0,0,2,0,2,11,4,20,0,0,0,0,0,1,2,13,12,10,1,0,0,9,8,18,2,2,0,0,0,0,0,0,0,0,4,9,0,0,17,9,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,2,26,23,3,16,10,0,0,0,0,0,0,2,0,0,1,1,18,1,3,0,0,0,2,2,8,2,11,1,0,0,1,4,2,2,7,4,3,0,0,0,3,1,2,1,3,0,0,19,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,3,24,6,18,21,0,3,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,1,1,6,11,5,0,0,0,15,7,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,20,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,3,11,7,4,5,3,3,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,2,0,1,4,4,0,0,0,1,5,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,4,5,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,4,14,0,14,10,2,1,1,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,2,6,2,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,3,8,5,3,0,6,1,0,1,0,0,0,0,0,0,3,1,4,0,0,0,0,0,1,3,3,1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,16,159,147,12,57,79,18,0,0,5,0,3,13,18,22,42,9,50,0,2,0,0,0,23,25,50,33,24,4,0,1,30,77,31,5,2,0,1,0,0,0,12,1,1,5,8,5,2,134,0,3,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,102,570,303,267,328,196,21,5,1,19,0,0,7,12,25,86,91,315,13,21,0,0,16,161,103,140,87,59,4,0,7,214,230,98,7,8,1,0,0,0,0,5,26,5,20,121,262,1,66,55,13,1
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,6,12,3,9,8,4,0,0,0,0,0,0,0,0,1,1,1,7,1,1,0,0,0,2,2,3,2,2,1,0,1,3,4,0,1,2,0,0,0,0,0,1,0,0,1,5,4,0,2,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,14,52,20,32,29,11,5,0,1,0,6,1,0,0,0,5,3,32,4,7,0,0,0,10,4,17,9,12,0,0,1,20,9,10,3,3,0,4,1,0,0,1,0,1,26,11,9,0,4,0,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,20,52,44,8,18,14,6,0,0,14,0,0,0,1,1,8,2,38,1,1,0,0,0,7,8,22,10,5,0,0,3,12,23,12,1,0,0,0,0,0,0,1,0,0,9,1,9,3,30,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,33,434,80,354,278,63,24,7,2,60,0,0,4,4,12,27,20,157,5,205,0,0,0,38,61,169,101,65,0,0,3,122,75,198,20,8,5,1,0,0,0,2,25,156,37,33,166,0,8,8,1,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,4,9,0,9,2,6,0,0,0,1,0,0,0,0,0,2,1,6,0,0,0,0,0,3,1,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,7,123,6,117,75,26,7,0,0,15,0,0,0,0,0,6,2,25,2,86,2,0,0,10,20,41,32,20,0,1,3,33,8,69,5,2,0,0,0,0,0,2,5,79,7,5,27,0,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,2,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,1,3,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0
3.55E+20,3.55E+12,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,2,13,12,1,6,4,2,0,0,1,0,0,0,2,2,2,2,3,1,1,0,0,0,2,1,6,2,2,0,0,0,1,2,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,11,0,1,0
